DateTime,Battery,Heading,Pitch,Roll,Pressure,Temperature,AnalogIn1,AnalogIn2,Speed#1(2.5m),Dir#1(2.5m),Speed#2(4.5m),Dir#2(4.5m),Speed#3(6.5m),Dir#3(6.5m),Speed#4(8.5m),Dir#4(8.5m),Speed#5(10.5m),Dir#5(10.5m),Speed#6(12.5m),Dir#6(12.5m),Speed#7(14.5m),Dir#7(14.5m),Speed#8(16.5m),Dir#8(16.5m),Speed#9(18.5m),Dir#9(18.5m),Speed#10(20.5m),Dir#10(20.5m),Speed#11(22.5m),Dir#11(22.5m),Speed#12(24.5m),Dir#12(24.5m),Speed#13(26.5m),Dir#13(26.5m),Speed#14(28.5m),Dir#14(28.5m),Speed#15(30.5m),Dir#15(30.5m)
7/23/2016 8:00,11.2,217.1,7.1,9.6,19.738,29.01,0,0,0.098,298.14,0.053,328.11,0.047,324.61,0.035,356.73,0.054,18.43,0.058,0.99,0.044,358.7,0.041,323.97,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/23/2016 9:00,11.2,217.1,7.1,9.5,19.7,29.04,0,0,0.03,313.67,0.032,65.85,0.052,22.62,0.049,5.83,0.045,6.34,0.044,313.15,0.033,331.11,0.076,247.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/23/2016 10:00,11.2,217.1,7.1,9.5,19.701,29.06,0,0,0.016,248.2,0.065,259.38,0.004,315,0.042,124.44,0.051,136.59,0.061,182.82,0.044,32.97,0.014,282.09,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/23/2016 11:00,11.2,217.1,7.1,9.5,19.702,28.95,0,0,0.051,104.86,0.02,203.96,0.026,186.58,0.053,160.2,0.05,159.04,0.013,188.75,0.053,58.11,0.07,170.94,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/23/2016 12:00,11.2,217.1,7.1,9.5,19.717,28.99,0,0,0.022,149.93,0.034,186.71,0.084,178.64,0.044,144.16,0.037,180,0.072,164.6,0.037,115.87,0.079,353.42,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/23/2016 13:00,11.2,217.1,7.1,9.5,19.747,29.04,0,0,0.021,223.03,0.077,227.63,0.11,195.8,0.113,186.12,0.12,169.91,0.093,180,0.04,229.09,0.06,318.37,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/23/2016 14:00,11.2,217.1,7.1,9.5,19.752,29.12,0,0,0.07,188.25,0.084,178.64,0.145,191.54,0.153,180,0.172,173.66,0.176,185.22,0.101,199.69,0.062,270,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/23/2016 15:00,11.2,217.1,7.1,9.5,19.744,29.18,0,0,0.147,189.78,0.102,167.59,0.094,183.04,0.105,215.35,0.14,231.08,0.083,182.76,0.121,223.99,0.052,265.6,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/23/2016 16:00,11.2,217.1,7.1,9.5,19.729,29.21,0,0,0.114,197.96,0.123,183.26,0.153,189.4,0.111,193.54,0.082,203.11,0.055,229.4,0.044,249.9,0.126,240.99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/23/2016 17:00,11.2,217.1,7.1,9.5,19.701,29.23,0,0,0.125,201.63,0.154,182.23,0.125,180,0.098,196.03,0.045,181.27,0.023,50.19,0.058,279.95,0.162,302.91,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/23/2016 18:00,11.2,217.1,7.1,9.5,19.679,29.22,0,0,0.083,163.96,0.052,145.1,0.066,170.39,0.032,159.86,0.015,187.59,0.008,330.26,0.021,289.29,0.084,291.67,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/23/2016 19:00,11.2,217.1,7.1,9.5,19.661,29.22,0,0,0.055,62.97,0.024,350.54,0.006,170.54,0.021,135,0.045,112.04,0.01,23.96,0.075,355.43,0.143,333.43,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/23/2016 20:00,11.2,217.1,7.1,9.5,19.665,29.2,0,0,0.091,31.94,0.037,257.47,0.019,98.97,0.062,357.23,0.062,325.54,0.021,286.7,0.053,285.35,0.089,279.04,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/23/2016 21:00,11.2,217.2,7.1,9.5,19.642,29.19,0,0,0.082,14.04,0.034,16.86,0.025,43.36,0.028,42.14,0.031,345.07,0.026,46.55,0.026,52.7,0.096,273.58,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/23/2016 22:00,11.2,217.1,7.1,9.5,19.655,29.17,0,0,0.022,129.47,0.02,32.91,0.059,4.84,0.062,16.97,0.034,24.3,0.04,288.89,0.035,297.3,0.087,260.75,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/23/2016 23:00,11.2,217.1,7.1,9.5,19.693,29.17,0,0,0.079,192.45,0.072,146.31,0.079,144.29,0.082,149.39,0.037,133.92,0.058,108.12,0.019,98.97,0.045,344.41,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/24/2016 0:00,11.2,217.1,7.1,9.5,19.724,29.17,0,0,0.104,162.09,0.101,174.91,0.079,169.82,0.076,152.42,0.077,164.88,0.047,205.46,0.03,209.98,0.036,322.82,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/24/2016 1:00,11.2,217.1,7.1,9.5,19.777,29.14,0,0,0.114,142.13,0.097,163.24,0.105,162.78,0.086,154.62,0.093,180,0.123,189.39,0.107,231.09,0.073,218.29,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/24/2016 2:00,11.2,217.2,7.1,9.5,19.834,29.13,0,0,0.119,154.72,0.127,171.87,0.148,178.07,0.126,196.13,0.169,203.38,0.1,190.41,0.12,233.8,0.083,218.12,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/24/2016 3:00,11.2,217.1,7.1,9.5,19.877,29.13,0,0,0.097,171.12,0.126,178.64,0.138,171.22,0.153,186.75,0.149,185.4,0.141,210.75,0.114,228.91,0.091,252.16,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/24/2016 4:00,11.2,217.1,7.1,9.5,19.872,29.13,0,0,0.103,187.26,0.111,186.23,0.122,178.59,0.119,189.22,0.123,189.39,0.12,206.78,0.048,231.71,0.063,253.3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/24/2016 5:00,11.2,217.2,7.1,9.5,19.858,29.11,0,0,0.08,204.33,0.095,209.52,0.091,194.65,0.051,205.56,0.054,139.51,0.105,182.73,0.011,243.43,0.074,52.67,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/24/2016 6:00,11.2,217.1,7.1,9.5,19.832,29.08,0,0,0.061,170.54,0.052,151.48,0.087,174.75,0.071,164.39,0.071,205.11,0.099,182.89,0.033,178.26,0.052,271.1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/24/2016 7:00,11.2,217.1,7.1,9.5,19.782,29.01,0,0,0.06,277.72,0.069,284.24,0.052,290.17,0.06,216.87,0.063,163.3,0.045,181.27,0.046,249.59,0.05,283.76,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/24/2016 8:00,11.2,217.1,7.1,9.5,19.751,28.95,0,0,0.059,282.63,0.033,301.26,0.043,357.34,0.062,270,0.039,320.19,0.049,240.83,0.026,229.64,0.046,358.75,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/24/2016 9:00,11.2,217.1,7.1,9.6,19.711,28.91,0,0,0.063,341.57,0.043,303.69,0.045,341.97,0.058,329.89,0.048,4.76,0.056,31.14,0.08,15.26,0.14,344.28,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/24/2016 10:00,11.2,217.1,7.1,9.5,19.687,28.91,0,0,0.056,328.86,0.094,324.11,0.114,18.43,0.096,0.6,0.073,350.54,0.106,3.24,0.125,357.71,0.133,357.42,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/24/2016 11:00,11.2,217.1,7.1,9.6,19.689,28.91,0,0,0.056,277.13,0.093,345.66,0.076,341.57,0.05,343.74,0.067,346.17,0.065,35.64,0.076,7.59,0.107,351.95,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/24/2016 12:00,11.2,217.1,7.1,9.5,19.714,28.96,0,0,0.06,198.43,0.036,186.34,0.015,191.31,0.05,189.27,0.039,104.74,0.042,196.7,0.04,249.78,0.035,255.17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/24/2016 13:00,11.2,217.1,7.1,9.5,19.725,28.99,0,0,0.094,192.86,0.078,168.11,0.09,202.28,0.097,190.15,0.109,163.55,0.088,150.82,0.06,174.29,0.054,16.09,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/24/2016 14:00,11.2,217.1,7.1,9.5,19.737,29.05,0,0,0.105,188.21,0.116,185.96,0.165,179.31,0.191,180.6,0.136,183.37,0.148,182.32,0.088,195.77,0.046,281.31,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/24/2016 15:00,11.2,217.1,7.1,9.5,19.759,29.1,0,0,0.113,169.79,0.088,187.85,0.075,209.65,0.107,181.61,0.11,174.24,0.073,170.54,0.054,250.56,0.158,15,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/24/2016 16:00,11.2,217.1,7.1,9.5,19.752,29.14,0,0,0.067,194.66,0.04,180,0.081,240.26,0.089,252.38,0.049,293.96,0.045,39.64,0.046,330.1,0.15,358.47,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/24/2016 17:00,11.2,217.1,7.1,9.5,19.743,29.18,0,0,0.07,140.19,0.038,218.66,0.019,186.01,0.055,8.43,0.037,6.17,0.066,289.54,0.105,315.38,0.101,8.53,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/24/2016 18:00,11.2,217.1,7.1,9.5,19.73,29.22,0,0,0.022,309.47,0.032,275.36,0.02,333.43,0.052,340.87,0.061,352.41,0.012,0,0.057,337.46,0.167,2.4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/24/2016 19:00,11.2,217.1,7.1,9.5,19.708,29.24,0,0,0.041,75.96,0.046,36.12,0.037,6.17,0.043,297.76,0.042,326.69,0.023,267.51,0.033,10.62,0.197,2.62,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/24/2016 20:00,11.2,217.1,7.1,9.5,19.682,29.24,0,0,0.034,323.47,0.025,333.43,0.073,313.33,0.058,308.66,0.056,335.73,0.012,345.96,0.023,315,0.134,322.87,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/24/2016 21:00,11.2,217.1,7.1,9.5,19.669,29.22,0,0,0.066,338.52,0.116,336.09,0.122,328.79,0.148,316.37,0.074,327.17,0.066,284.04,0.054,22.78,0.089,288.23,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/24/2016 22:00,11.2,217.1,7.1,9.5,19.684,29.16,0,0,0.078,1.47,0.066,342.39,0.079,341.57,0.047,333.43,0.081,331.22,0.114,323.53,0.135,332.1,0.172,330.3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/24/2016 23:00,11.2,217.1,7.1,9.5,19.695,29.12,0,0,0.098,341.01,0.057,12.09,0.054,322.5,0.081,308,0.114,349.38,0.131,333.24,0.088,319.61,0.125,333.85,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/25/2016 0:00,11.2,217.2,7.1,9.5,19.725,29.13,0,0,0.093,331.78,0.053,12.99,0.09,348.44,0.101,329.62,0.091,322.62,0.077,2.97,0.087,341.15,0.053,336.8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/25/2016 1:00,11.2,217.1,7.1,9.5,19.76,29.12,0,0,0.069,133.23,0.023,203.2,0.015,28.3,0.005,143.13,0.029,282.09,0.025,6.84,0.017,197.35,0.022,277.77,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/25/2016 2:00,11.2,217.1,7.1,9.6,19.8,29.12,0,0,0.034,86.63,0.037,165.96,0.059,208.3,0.054,181.06,0.066,160.46,0.045,185.08,0.029,164.05,0.03,151.7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/25/2016 3:00,11.2,217.1,7.1,9.5,19.828,29.13,0,0,0.069,147.46,0.108,157.01,0.084,148.21,0.06,130.29,0.076,166.33,0.097,168.69,0.067,204.66,0.052,192.17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/25/2016 4:00,11.2,217.2,7.1,9.5,19.841,29.13,0,0,0.115,172.01,0.098,181.17,0.084,180,0.103,144.46,0.102,162.81,0.125,178.17,0.056,190.3,0.037,169,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/25/2016 5:00,11.2,217.1,7.1,9.5,19.844,29.13,0,0,0.073,180.78,0.065,209.31,0.107,173.01,0.111,178.45,0.084,180,0.087,201.56,0.068,228.58,0.047,236.31,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/25/2016 6:00,11.2,217.1,7.1,9.5,19.795,29.13,0,0,0.085,213.5,0.072,220.52,0.102,155.7,0.073,180,0.078,165.07,0.097,175.29,0.045,180,0.044,327.03,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/25/2016 7:00,11.2,217.1,7.1,9.5,19.791,28.99,0,0,0.079,230.66,0.043,209.58,0.062,254.18,0.04,213.69,0.048,170.34,0.083,146.31,0.073,190.23,0.063,139.5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/25/2016 8:00,11.2,217.1,7.1,9.5,19.748,28.98,0,0,0.078,247.38,0.041,297.82,0.028,300.26,0.026,29.48,0.034,145.84,0.087,176.05,0.087,233.92,0.091,189.46,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/25/2016 9:00,11.2,217.1,7.1,9.5,19.703,28.94,0,0,0.059,14.74,0.041,99.93,0.006,90,0.051,322.22,0.036,350.27,0.019,42.88,0.018,303.69,0.04,312.95,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/25/2016 10:00,11.2,217.1,7.1,9.5,19.677,28.95,0,0,0.077,275.93,0.047,353.93,0.028,21.04,0.051,303.07,0.053,22.2,0.023,9.87,0.036,77.12,0.059,340.02,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/25/2016 11:00,11.2,217.1,7.1,9.5,19.673,28.93,0,0,0.084,285.85,0.009,353.66,0.066,73.22,0.075,58.64,0.068,58.17,0.075,84.67,0.04,69.78,0.133,329.77,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/25/2016 12:00,11.2,217.1,7.1,9.5,19.66,28.97,0,0,0.058,165.96,0.037,67.62,0.039,178.53,0.051,135,0.032,169.05,0.045,132.27,0.028,45,0.066,340.46,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/25/2016 13:00,11.2,217.2,7.1,9.5,19.677,29.06,0,0,0.073,197.45,0.122,166.3,0.113,154.8,0.087,148.7,0.105,161.05,0.128,170.98,0.05,180,0.036,1.59,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/25/2016 14:00,11.2,217.1,7.1,9.5,19.713,29.08,0,0,0.091,185.02,0.121,146.44,0.11,176.36,0.119,153.65,0.115,156.34,0.113,135.72,0.05,139.03,0.119,12.16,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/25/2016 15:00,11.2,217.1,7.1,9.5,19.742,29.09,0,0,0.048,151.29,0.082,207.5,0.119,179.04,0.125,163.74,0.102,158.2,0.09,169.07,0.025,108.43,0.063,347.07,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/25/2016 16:00,11.2,217.1,7.1,9.5,19.758,29.1,0,0,0.084,221.12,0.121,183.78,0.123,209.28,0.12,198.43,0.094,186.75,0.087,195.31,0.079,187.31,0.031,3.69,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/25/2016 17:00,11.2,217.1,7.1,9.5,19.76,29.11,0,0,0.113,185.61,0.142,168.22,0.162,178.94,0.117,183.42,0.088,189.14,0.067,214.64,0.042,250.71,0.058,267.04,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/25/2016 18:00,11.2,217.1,7.1,9.5,19.771,29.14,0,0,0.129,170.17,0.085,158.57,0.094,176.96,0.063,204.52,0.102,228.97,0.059,196.61,0.029,310.82,0.111,11.41,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/25/2016 19:00,11.2,217.2,7.1,9.5,19.749,29.15,0,0,0.041,209.05,0.059,161.26,0.043,209.58,0.031,247.52,0.035,313.83,0.079,307.3,0.085,302.01,0.119,333.43,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/25/2016 20:00,11.2,217.1,7.1,9.5,19.727,29.14,0,0,0.054,355.76,0.043,127.41,0.019,143.75,0.054,14.04,0.06,355.24,0.001,90,0.041,338.46,0.082,309.09,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/25/2016 21:00,11.2,217.1,7.1,9.5,19.722,29.13,0,0,0.032,65.85,0.044,34.78,0.005,0,0.029,310.82,0.058,357.04,0.069,0,0.097,321.25,0.132,287.2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/25/2016 22:00,11.2,217.1,7.1,9.5,19.696,29.13,0,0,0.066,31.26,0.014,351.87,0.043,330.42,0.018,6.34,0.033,19.54,0.039,4.4,0.026,8.75,0.083,298.11,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/25/2016 23:00,11.2,217.1,7.1,9.5,19.696,29.12,0,0,0.102,345.83,0.029,9.78,0.081,323.56,0.094,320.58,0.108,329.86,0.067,348.02,0.107,322.59,0.209,356.44,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/26/2016 0:00,11.2,217.1,7.1,9.5,19.711,29.12,0,0,0.066,342.39,0.093,337.85,0.052,344.36,0.077,329.42,0.083,312.55,0.055,319.4,0.088,321.44,0.024,157.75,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/26/2016 1:00,11.2,217.1,7.1,9.5,19.737,29.11,0,0,0.014,270,0.038,286.99,0.017,273.37,0.019,145.49,0.036,91.59,0.013,321.34,0.016,333.43,0.023,252.35,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/26/2016 2:00,11.2,217.1,7.1,9.5,19.736,29.1,0,0,0.006,30.96,0.008,172.87,0.045,78.44,0.022,100.3,0.022,129.47,0.065,174.73,0.02,272.86,0.008,225,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/26/2016 3:00,11.2,217.1,7.1,9.5,19.785,29.1,0,0,0.06,206.57,0.046,169.92,0.07,151.98,0.093,171.96,0.1,181.15,0.078,165.07,0.05,160.11,0.035,129.17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/26/2016 4:00,11.2,217.1,7.1,9.5,19.799,29.09,0,0,0.077,185.19,0.062,137.6,0.096,143.49,0.105,123.69,0.093,165.07,0.086,198.23,0.079,198.43,0.075,194.59,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/26/2016 5:00,11.2,217.1,7.1,9.5,19.795,29.08,0,0,0.067,144.16,0.122,154.27,0.108,150.58,0.096,166.11,0.093,164.48,0.091,160.77,0.057,208.37,0.072,192.09,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/26/2016 6:00,11.2,217.1,7.1,9.5,19.765,29.07,0,0,0.069,157.13,0.054,143.34,0.087,169.46,0.084,180,0.068,151.19,0.085,180,0.032,226.27,0.042,242.82,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/26/2016 7:00,11.2,217.1,7.1,9.5,19.718,29.06,0,0,0.025,281.77,0.051,183.37,0.042,167.62,0.039,127.75,0.06,187.72,0.046,182.49,0.012,228.37,0.057,319.94,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/26/2016 8:00,11.2,217.1,7.1,9.5,19.716,28.99,0,0,0.055,265.84,0.044,304.78,0.043,295.97,0.041,325.92,0.016,21.8,0.022,302.28,0.023,221.42,0.041,334.06,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/26/2016 9:00,11.2,217.1,7.1,9.5,19.682,28.96,0,0,0.07,12.44,0.039,351.25,0.051,339.44,0.017,3.37,0.041,70.25,0.023,145.62,0.034,61.93,0.154,348.76,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/26/2016 10:00,11.2,217.1,7.1,9.5,19.646,29,0,0,0.021,313.03,0.039,4.4,0.046,351.16,0.043,12.09,0.036,257.12,0.065,264.73,0.062,340.1,0.178,339.93,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/26/2016 11:00,11.2,217.1,7.1,9.5,19.621,29,0,0,0.047,335.06,0.052,59.04,0.066,0,0.057,42.14,0.058,10.92,0.042,30.26,0.033,19.54,0.164,354.74,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/26/2016 12:00,11.2,217.1,7.1,9.5,19.637,28.92,0,0,0.033,285.71,0.072,349.62,0.023,37.87,0.036,82.09,0.096,76.69,0.064,75.53,0.034,8.37,0.201,1.14,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/26/2016 13:00,11.2,217.1,7.1,9.5,19.641,29,0,0,0.044,174.81,0.032,259.05,0.024,213.02,0.033,169.38,0.02,92.86,0.012,245.56,0.027,267.88,0.158,5.82,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/26/2016 14:00,11.2,217.1,7.1,9.5,19.663,29.04,0,0,0.072,200.19,0.077,179.26,0.069,204.72,0.045,191.56,0.081,200.89,0.063,211.43,0.025,274.57,0.201,356.87,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/26/2016 15:00,11.2,217.1,7.1,9.5,19.702,29.07,0,0,0.054,216.66,0.064,190.78,0.09,203.45,0.052,198.08,0.075,200.38,0.068,216.03,0.071,251.05,0.141,337.97,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/26/2016 16:00,11.2,217.1,7.1,9.5,19.733,29.1,0,0,0.083,158.07,0.112,191.81,0.078,185.86,0.078,188.86,0.032,231.34,0.069,312.05,0.119,312.27,0.176,336.2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/26/2016 17:00,11.2,217.1,7.1,9.5,19.758,29.15,0,0,0.077,153.1,0.045,169.7,0.062,230.19,0.086,231.13,0.063,273.63,0.059,269.03,0.038,277.5,0.156,351.51,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/26/2016 18:00,11.2,217.1,7.1,9.5,19.784,29.19,0,0,0.073,160.82,0.047,149.04,0.063,206.57,0.045,236.66,0.048,284.62,0.068,278.49,0.09,324.54,0.175,346.12,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/26/2016 19:00,11.2,217.1,7.1,9.5,19.771,29.21,0,0,0.036,90,0.027,243.43,0.082,240,0.047,276.07,0.072,294.78,0.039,306.57,0.084,11.71,0.215,359.47,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/26/2016 20:00,11.2,217.1,7.1,9.5,19.767,29.21,0,0,0.031,155.1,0.02,0,0.023,304.38,0.05,348.47,0.047,348.93,0.07,320.83,0.104,328.75,0.232,346.8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/26/2016 21:00,11.2,217.1,7.1,9.5,19.762,29.14,0,0,0.072,340.56,0.077,341.8,0.065,244.61,0.028,8.13,0.036,345.58,0.056,0,0.052,334.92,0.122,318.99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/26/2016 22:00,11.2,217.1,7.1,9.5,19.74,29.1,0,0,0.051,327.88,0.034,6.71,0.03,354.29,0.044,348.18,0.065,34.42,0.078,359.27,0.068,334.57,0.146,348.15,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/26/2016 23:00,11.2,217.1,7.1,9.5,19.729,29.07,0,0,0.11,342.55,0.078,328.15,0.084,321.77,0.039,343.44,0.072,70.56,0.042,0,0.092,322.51,0.104,333.68,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/27/2016 0:00,11.2,217.1,7.1,9.5,19.727,29.07,0,0,0.096,348.57,0.045,356.19,0.028,45,0.018,70.56,0.047,331.78,0.071,24.04,0.082,348,0.067,352.23,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/27/2016 1:00,11.2,217.2,7.1,9.5,19.743,29.07,0,0,0.085,131.19,0.037,124.11,0.026,60.52,0.031,0,0.045,308.66,0.055,326.02,0.071,341.05,0.045,268.73,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/27/2016 2:00,11.2,217.1,7.1,9.5,19.749,29.07,0,0,0.013,175.6,0.062,162.15,0.038,119.93,0.024,157.75,0.027,92.12,0.024,167.74,0.038,263.99,0.054,305.17,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/27/2016 3:00,11.2,217.1,7.1,9.5,19.766,29.08,0,0,0.069,179.17,0.1,185.77,0.065,203.43,0.063,163.3,0.084,148.57,0.071,139.57,0.008,187.13,0.052,156.37,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/27/2016 4:00,11.2,217.1,7.1,9.5,19.773,29.07,0,0,0.122,186.6,0.098,174.11,0.069,168.37,0.033,131.35,0.03,152.59,0.04,110.73,0.032,48.81,0.074,309.51,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
7/27/2016 5:00,11.2,217.2,7.1,9.5,19.77,29.08,0,0,0.058,200.32,0.086,182.66,0.068,201.64,0.075,188.46,0.034,155.7,0.086,159.68,0.026,204.62,0.054,45.74,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
